OPEID,INSTName,State,StateNO,UGDs,SAT,PCTPELL,Salary,SalaryRate
00312501,University of Cincinnati-Clermont College,OH,34,3015,1141,0.4393,39400,0.65892106294631
00312502,University of Cincinnati-Blue Ash College,OH,34,4550,1141,0.4154,39400,0.65892106294631
00303000,Ohio Christian University,OH,34,3155,939,0.5686,32800,0.4785714149475
00398200,Cleveland Institute of Art,OH,34,556,1060,0.4424,32700,0.50318473577499
00303200,Cleveland State University,OH,34,11484,1030,0.4344,39300,0.63611757755279
00303900,Columbus College of Art and Design,OH,34,1277,1035,0.3727,32800,0.46875
00312700,University of Dayton,OH,34,7812,1181,0.1188,52300,0.79290616512298
00304100,Defiance College,OH,34,871,964,0.4646,37000,0.60932946205139
00304200,Denison University,OH,34,2255,1285,0.1813,48600,0.63739377260208
00304500,The University of Findlay,OH,34,2663,1083,0.2009,40600,0.70444917678833
00649400,Good Samaritan College of Nursing and Health Science,OH,34,355,970,0.4836,44000,0.8025477528572
00304900,Hiram College,OH,34,1260,1030,0.4107,39000,0.65830719470977
00305000,John Carroll University,OH,34,3009,1112,0.273,51000,0.77181208133697
00305105,Kent State University at Ashtabula,OH,34,2221,1048,0.5944,36600,0.5893497467041
00305106,Kent State University at East Liverpool,OH,34,1529,1048,0.5493,36600,0.5893497467041
00305102,Kent State University at Stark,OH,34,4680,1048,0.538,36600,0.5893497467041
00305104,Kent State University at Trumbull,OH,34,2944,1048,0.61,36600,0.5893497467041
00305103,Kent State University at Tuscarawas,OH,34,2030,1048,0.5,36600,0.5893497467041
00305107,Kent State University at Salem,OH,34,1713,1048,0.524,36600,0.5893497467041
00305100,Kent State University at Kent,OH,34,22071,1048,0.3443,36600,0.5893497467041
00305101,Kent State University at Geauga,OH,34,2407,1048,0.4079,36600,0.5893497467041
00306500,Kenyon College,OH,34,1694,1328,0.1026,43700,0.63485479354858
00703500,Kettering College,OH,34,783,1002,0.3911,57200,0.83333331346511
00306600,Lake Erie College,OH,34,839,983,0.4096,33400,0.57081544399261
00307200,Malone University,OH,34,1571,1046,0.3991,38500,0.66751915216445
00307300,Marietta College,OH,34,1390,1105,0.3019,42600,0.62568807601928
00307702,Miami University-Hamilton,OH,34,3421,1240,0.4741,45800,0.69059139490127
00307701,Miami University-Middletown,OH,34,1765,1240,0.4656,45800,0.69059139490127
00307700,Miami University-Oxford,OH,34,15378,1240,0.1553,45800,0.69059139490127
03071900,Mount Carmel College of Nursing,OH,34,947,1030,0.2562,57700,0.89878541231155
00308300,University of Mount Union,OH,34,2056,1050,0.3177,40800,0.66085577011108
00708500,Mount Vernon Nazarene University,OH,34,1774,1071,0.4248,39100,0.68439304828643
00303300,College of Mount St Joseph,OH,34,1655,989,0.3152,39900,0.66611570119857
00308400,Muskingum University,OH,34,1641,983,0.4235,39400,0.59013605117797
00308500,Notre Dame College,OH,34,1792,943,0.3493,39200,0.66112267971038
00308600,Oberlin College,OH,34,2894,1354,0.1072,38400,0.51708430051803
00303500,Ohio Dominican University,OH,34,1483,1028,0.347,39500,0.6805555820465
00308900,Ohio Northern University,OH,34,2205,1153,0.24,54300,0.82475358247756
00309005,Ohio State University Agricultural Technical Institute,OH,34,628,1289,0.3791,42600,0.67816799879074
00309001,Ohio State University-Lima Campus,OH,34,1008,1289,0.4583,42600,0.67816799879074
00309002,Ohio State University-Mansfield Campus,OH,34,1121,1289,0.4701,42600,0.67816799879074
00309003,Ohio State University-Marion Campus,OH,34,1192,1289,0.4232,42600,0.67816799879074
00309004,Ohio State University-Newark Campus,OH,34,2205,1289,0.4207,42600,0.67816799879074
00309000,Ohio State University-Main Campus,OH,34,43139,1289,0.2224,42600,0.67816799879074
00310006,Ohio University-Eastern Campus,OH,34,1010,1104,0.2732,39500,0.61066049337387
00310005,Ohio University-Chillicothe Campus,OH,34,2219,1104,0.5439,39500,0.61066049337387
00310004,Ohio University-Southern Campus,OH,34,1841,1104,0.5026,39500,0.61066049337387
00310003,Ohio University-Lancaster Campus,OH,34,2340,1104,0.3771,39500,0.61066049337387
00310000,Ohio University-Main Campus,OH,34,23331,1104,0.2339,39500,0.61066049337387
00310002,Ohio University-Zanesville Campus,OH,34,1899,1104,0.4178,39500,0.61066049337387
00650700,Trinity Health System School of Nursing,OH,34,87,970,0.6277,46300,0.7882353067398
00310900,Ohio Wesleyan University,OH,34,1817,1123,0.2177,41000,0.58314853906631
00311000,Otterbein University,OH,34,2436,1087,0.2546,41200,0.67861270904541
00303600,Franciscan University of Steubenville,OH,34,2055,1163,0.2642,35500,0.60983604192733
00312100,Tiffin University,OH,34,3309,969,0.6175,38200,0.67350155115127
00313100,University of Toledo,OH,34,15440,1031,0.3792,40200,0.64733237028121
00313400,Ursuline College,OH,34,798,1018,0.4232,42900,0.7475728392601
00313500,Walsh University,OH,34,2280,1047,0.3307,41800,0.69366717338562
00314200,Wilmington College,OH,34,1163,1006,0.4479,39000,0.60223048925399
00314300,Wittenberg University,OH,34,1891,1119,0.2637,42700,0.67850464582443
00303700,The College of Wooster,OH,34,2070,1231,0.1938,44400,0.66076695919036
00314400,Xavier University,OH,34,4452,1132,0.1827,48800,0.79180890321731
00314700,Bacone College,OK,35,891,836,0.9451,30600,0.5224489569664
00315100,Oklahoma Wesleyan University,OK,35,1110,981,0.4207,44000,0.73795759677886
00315200,University of Central Oklahoma,OK,35,15119,1030,0.3496,38400,0.660737991333
00315400,East Central University,OK,35,3757,969,0.4848,34500,0.6125853061676
01026600,Hillsdale Free Will Baptist College,OK,35,195,899,0.5373,33400,0.59259259700775
00316100,Northeastern State University,OK,35,7215,970,0.4926,35000,0.59823250770568
00316300,Northwestern Oklahoma State University,OK,35,2005,930,0.4177,36100,0.57331377267837
00316500,Oklahoma Christian University,OK,35,1949,1124,0.2707,35600,0.57920789718627
00318401,University of Oklahoma-Health Sciences Center,OK,35,818,1176,0.2949,46600,0.73664653301239
00317400,Oklahoma Panhandle State University,OK,35,1238,890,0.4554,34400,0.58278143405914
00317000,Oklahoma State University-Main Campus,OK,35,20314,1138,0.2914,43400,0.72348320484161
00316400,Oklahoma Baptist University,OK,35,1882,1098,0.3326,35300,0.63282936811447
00316600,Oklahoma City University,OK,35,1954,1163,0.1991,39400,0.66006600856781
00318400,University of Oklahoma-Norman Campus,OK,35,20528,1176,0.2491,46600,0.73664653301239
00398500,Oral Roberts University,OK,35,2884,1037,0.4396,34900,0.57022470235824
00316800,Rogers State University,OK,35,3957,950,0.4721,32600,0.53504675626754
00316700,University of Science and Arts of Oklahoma,OK,35,864,990,0.464,30700,0.55208331346511
00317900,Southeastern Oklahoma State University,OK,35,3363,950,0.4777,34300,0.58308380842208
00318000,Southwestern Christian University,OK,35,801,963,0.6522,28200,0.4954128563404
00318100,Southwestern Oklahoma State University,OK,35,3985,990,0.3921,37000,0.63274067640304
00318500,University of Tulsa,OK,35,3394,1279,0.1557,43200,0.6914700269699
00319100,Concordia University-Portland,OR,36,1378,993,0.4485,41800,0.66502463817596
00319300,Eastern Oregon University,OR,36,3422,935,0.5105,37800,0.61497324705123
00319400,George Fox University,OR,36,2358,1070,0.364,43300,0.67520213127136
00319700,Lewis & Clark College,OR,36,1985,1279,0.2135,43400,0.55093556642532
00319800,Linfield College-McMinnville Campus,OR,36,1641,1090,0.255,51300,0.75723272562026
00320600,Multnomah University,OR,36,438,1104,0.5924,31400,0.49765259027481
00320800,Northwest Christian University,OR,36,478,974,0.4956,38500,0.6192660331726
00321100,Oregon Institute of Technology,OR,36,3443,1025,0.3621,50100,0.76132190227508
00321000,Oregon State University,OR,36,22349,1102,0.3339,46400,0.67592114210128
00322300,University of Oregon,OR,36,20473,1108,0.2585,41600,0.63624542951583
00321200,Pacific University,OR,36,1729,1102,0.3145,42300,0.61137437820434
00321600,Portland State University,OR,36,20085,1045,0.4019,42800,0.63298243284225
00322400,University of Portland,OR,36,3468,1195,0.2189,51700,0.8197596669197
00321700,Reed College,OR,36,1351,1371,0.1718,36200,0.50746268033981
00321900,Southern Oregon University,OR,36,4436,1020,0.3855,37300,0.55091822147369
00133900,Corban University,OR,36,902,1067,0.333,34200,0.56232684850692
00322700,Willamette University,OR,36,1970,1198,0.207,49200,0.64908254146575
00320900,Western Oregon University,OR,36,5142,950,0.4433,38500,0.58021199703216
00322900,Albright College,PA,37,2333,1033,0.4075,48500,0.75090253353118
00323000,Allegheny College,PA,37,2126,1182,0.2621,49200,0.67524755001068
00398600,DeSales University,PA,37,2482,1069,0.2666,48300,0.71707952022552
00323300,Alvernia University,PA,37,2169,976,0.346,42600,0.72500002384185
00267000,Baptist Bible College & Seminary of Pennsylvania,PA,37,606,1016,0.5277,30000,0.4539249241352
00323500,Arcadia University,PA,37,2400,1095,0.337,43700,0.61845731735229
00331500,Bloomsburg University of Pennsylvania,PA,37,9245,990,0.3037,43800,0.65497303009033
00323700,Bryn Mawr College,PA,37,1316,1334,0.1861,50400,0.71300446987152
00323800,Bucknell University,PA,37,3498,1306,0.1061,68800,0.84946238994598
00324100,Cabrini College,PA,37,1286,896,0.308,42700,0.69921261072158
00331600,California University of Pennsylvania,PA,37,6393,964,0.3803,38100,0.62746745347976
00330300,Carlow University,PA,37,1496,946,0.356,39900,0.64932888746261
00324200,Carnegie Mellon University,PA,37,5834,1432,0.137,72000,0.83084112405776
00324300,Cedar Crest College,PA,37,1252,948,0.4253,45200,0.7077465057373
00324500,Chestnut Hill College,PA,37,1510,960,0.4915,43000,0.63095235824584
00331800,Clarion University of Pennsylvania,PA,37,5046,915,0.388,37200,0.58304238319396
00325200,Delaware Valley College,PA,37,1774,1005,0.274,42200,0.6300812959671
00325300,Dickinson College,PA,37,2352,1285,0.1215,52100,0.72944295406341
00325600,Drexel University,PA,37,16257,1197,0.2021,61100,0.81755083799362
00325800,Duquesne University,PA,37,5944,1122,0.2023,54300,0.79468470811843
00332000,East Stroudsburg University of Pennsylvania,PA,37,6109,946,0.3029,42900,0.64696311950683
00325900,Eastern University,PA,37,2458,1041,0.4091,42800,0.67829018831253
00332100,Edinboro University of Pennsylvania,PA,37,5756,930,0.4558,33900,0.50983899831771
00326200,Elizabethtown College,PA,37,1808,1117,0.2175,47700,0.79509377479553
00972300,Aria Health School of Nursing,PA,37,208,995,0.6462,59900,0.87387388944625
00326600,Gannon University,PA,37,2697,1050,0.3185,46200,0.72385430335998
00326700,Geneva College,PA,37,1532,1070,0.3866,37500,0.59666204452514
00326800,Gettysburg College,PA,37,2520,1282,0.1404,52200,0.77413129806518
00327000,Gwynedd Mercy University,PA,37,2031,944,0.3351,52000,0.8112713098526
00327400,Haverford College,PA,37,1187,1400,0.1502,55600,0.6642335653305
00327500,Holy Family University,PA,37,2018,933,0.3558,49900,0.78054565191268
00327600,Immaculata University,PA,37,2452,943,0.2234,49000,0.71169686317443
00327700,Indiana University of Pennsylvania-Main Campus,PA,37,12405,973,0.362,38000,0.61801087856292
02114200,Johnson College,PA,37,427,1018,0.5288,35500,0.66171002388
00328000,Keystone College,PA,37,1550,901,0.4479,31400,0.52904039621353
00332200,Kutztown University of Pennsylvania,PA,37,8538,959,0.316,41400,0.61948299407958
00398700,La Roche College,PA,37,1344,931,0.3833,38700,0.64435946941375
00328700,La Salle University,PA,37,4228,996,0.3598,53200,0.79382991790771
00328400,Lafayette College,PA,37,2452,1283,0.1065,69800,0.81481480598449
00328500,Lancaster Bible College,PA,37,1212,982,0.4096,30400,0.53979235887527
00328800,Lebanon Valley College,PA,37,1698,1112,0.2282,46100,0.74611401557922
00328900,Lehigh University,PA,37,4904,1322,0.1472,76800,0.86645299196243
00329000,Lincoln University of Pennsylvania,PA,37,1614,853,0.6429,34900,0.44157609343528
00332300,Lock Haven University,PA,37,4783,937,0.3919,39100,0.60441333055496
00329300,Lycoming College,PA,37,1288,1047,0.3264,42800,0.66797643899917
00329400,Manor College,PA,37,816,830,0.4471,38100,0.6027026772499
00332400,Mansfield University of Pennsylvania,PA,37,2640,964,0.4394,38100,0.61445784568786
00329600,Marywood University,PA,37,2034,1050,0.3528,38000,0.61469262838363
00329700,Mercyhurst University,PA,37,2679,1064,0.3155,38500,0.62507718801498
00329800,Messiah College,PA,37,2739,1154,0.2044,41400,0.66508311033248
00332500,Millersville University of Pennsylvania,PA,37,7313,1014,0.3148,43200,0.66594076156616
00324700,Misericordia University,PA,37,2362,1057,0.2892,47500,0.77348065376281
00330000,Moore College of Art and Design,PA,37,437,982,0.4336,30500,0.50999999046325
00330200,Mount Aloysius College,PA,37,1571,915,0.4285,36600,0.64541834592819
00330400,Muhlenberg College,PA,37,2357,1246,0.0784,56000,0.76096493005752
00398800,Neumann University,PA,37,2462,861,0.3874,41600,0.66870415210723
00332905,Pennsylvania State University-Penn State Erie-Behrend College,PA,37,3797,1087,0.3156,47500,0.71278524398803
00332912,Pennsylvania State University-Penn State New Kensington,PA,37,615,1087,0.3371,47500,0.71278524398803
00332916,Pennsylvania State University-Penn State Shenango,PA,37,490,1087,0.5467,47500,0.71278524398803
00332917,Pennsylvania State University-Penn State Wilkes-Barre,PA,37,534,1087,0.3355,47500,0.71278524398803
00332915,Pennsylvania State University-Penn State Worthington Scranton,PA,37,1089,1087,0.4652,47500,0.71278524398803
00332902,Pennsylvania State University-Penn State Lehigh Valley,PA,37,788,1087,0.3572,47500,0.71278524398803
00332903,Pennsylvania State University-Penn State Altoona,PA,37,3779,1087,0.3329,47500,0.71278524398803
00332904,Pennsylvania State University-Penn State Beaver,PA,37,636,1087,0.365,47500,0.71278524398803
00332906,Pennsylvania State University-Penn State Berks,PA,37,2573,1087,0.3405,47500,0.71278524398803
00332920,Pennsylvania State University-Penn State Harrisburg,PA,37,3461,1087,0.3456,47500,0.71278524398803
00332921,Pennsylvania State University-Penn State Brandywine,PA,37,1327,1087,0.3403,47500,0.71278524398803
00332907,Pennsylvania State University-Penn State Dubois,PA,37,591,1087,0.4602,47500,0.71278524398803
00332908,Pennsylvania State University-Penn State Fayette- Eberly,PA,37,762,1087,0.4844,47500,0.71278524398803
00332909,Pennsylvania State University-Penn State Hazleton,PA,37,918,1087,0.4557,47500,0.71278524398803
00332900,Pennsylvania State University-Main Campus,PA,37,39460,1087,0.1768,47500,0.71278524398803
00332910,Pennsylvania State University-Penn State Greater Allegheny,PA,37,588,1087,0.5024,47500,0.71278524398803
00332911,Pennsylvania State University-Penn State Mont Alto,PA,37,911,1087,0.3888,47500,0.71278524398803
00332913,Pennsylvania State University-Penn State Abington,PA,37,3231,1087,0.4156,47500,0.71278524398803
00332914,Pennsylvania State University-Penn State Schuylkill,PA,37,796,1087,0.5283,47500,0.71278524398803
00332918,Pennsylvania State University-Penn State York,PA,37,943,1087,0.3143,47500,0.71278524398803
00337800,University of Pennsylvania,PA,37,10606,1442,0.1417,78200,0.89132905006408
00335400,Philadelphia University,PA,37,2791,1062,0.3026,48700,0.74487894773483
00335000,The University of the Arts,PA,37,1865,1010,0.3185,31100,0.42395210266113
00335100,Cairn University-Langhorne,PA,37,840,1008,0.444,32600,0.60533332824707
00335300,University of the Sciences,PA,37,1830,1165,0.2632,85800,0.89311861991882
00337903,University of Pittsburgh-Bradford,PA,37,1456,1187,0.4526,48200,0.74275410175323
00337904,University of Pittsburgh-Greensburg,PA,37,1677,1187,0.52,48200,0.74275410175323
00337902,University of Pittsburgh-Johnstown,PA,37,2837,1187,0.3056,48200,0.74275410175323
00337900,University of Pittsburgh-Pittsburgh Campus,PA,37,18304,1187,0.1706,48200,0.74275410175323
00337901,University of Pittsburgh-Titusville,PA,37,363,1187,0.5567,48200,0.74275410175323
00335700,Point Park University,PA,37,3164,997,0.4194,37900,0.57937687635421
00656500,Reading Hospital School of Health Sciences,PA,37,367,957,0.3643,57600,0.84117645025253
00335900,Robert Morris University,PA,37,4459,1041,0.3466,44900,0.73453789949417
00336000,Rosemont College,PA,37,511,927,0.5382,45800,0.62222224473953
00336600,Saint Francis University,PA,37,1665,1026,0.224,46900,0.78137654066085
00336700,Saint Joseph's University,PA,37,5265,1110,0.1357,58500,0.81660902500152
00336800,Saint Vincent College,PA,37,1532,1035,0.2912,44200,0.70129871368408
00338400,University of Scranton,PA,37,3834,1121,0.2014,56000,0.77639156579971
00336200,Seton Hill University,PA,37,1550,1032,0.3169,35600,0.61278861761093
00657700,University of Pittsburgh Medical Center-Shadyside School of Nursing,PA,37,346,930,0.3548,49900,0.8125
00332600,Shippensburg University of Pennsylvania,PA,37,6493,980,0.3021,45200,0.69244682788848
00332700,Slippery Rock University of Pennsylvania,PA,37,7544,1002,0.322,39000,0.65015017986297
00336900,Susquehanna University,PA,37,2138,1129,0.2248,50000,0.7508960366249
00337000,Swarthmore College,PA,37,1524,1442,0.1411,49400,0.67065870761871
00337100,Temple University,PA,37,27511,1121,0.3352,46500,0.70646333694458
00337600,Thiel College,PA,37,1045,967,0.458,37200,0.5628318786621
00338500,Ursinus College,PA,37,1578,1182,0.2155,51500,0.74015748500823
00330600,Valley Forge Christian College,PA,37,767,977,0.4295,28500,0.48257371783256
00338600,Valley Forge Military College,PA,37,268,913,0.4194,47700,0.52272725105285
00338800,Villanova University,PA,37,6856,1316,0.1156,73700,0.86811596155166
00339100,Waynesburg University,PA,37,1559,1015,0.3399,44700,0.71275168657302
00332800,West Chester University of Pennsylvania,PA,37,13456,1105,0.2406,46500,0.71993619203567
00339200,Westminster College,PA,37,1313,1040,0.3058,44400,0.67268621921539
00331300,Widener University-Main Campus,PA,37,3188,1025,0.2699,51700,0.76648133993148
00339400,Wilkes University,PA,37,2281,1060,0.3102,49900,0.73597359657287
00339600,Wilson College,PA,37,468,993,0.3768,32600,0.56164383888244
00339900,York College Pennsylvania,PA,37,4847,1045,0.2422,47900,0.7382885813713
00340100,Brown University,RI,38,6182,1425,0.1444,59700,0.76496350765228
00340200,Bryant University,RI,38,3263,1137,0.1676,61900,0.88485950231552
00340600,Providence College,RI,38,3969,1158,0.1341,59600,0.83127570152282
00340700,Rhode Island College,RI,38,7253,930,0.3896,39600,0.64305174350738
00341400,University of Rhode Island,RI,38,13008,1076,0.2674,48200,0.72077071666717
00340900,Rhode Island School of Design,RI,38,2005,1239,0.1537,47300,0.60496181249618
00341100,Salve Regina University,RI,38,1989,1109,0.2333,48300,0.76304024457931
00341800,Anderson University,SC,39,2381,1079,0.3422,32800,0.59149724245071
00341900,Charleston Southern University,SC,39,2904,973,0.4667,36100,0.55633097887039
00342200,Southern Wesleyan University,SC,39,1314,916,0.4863,41300,0.65803813934326
00342800,College of Charleston,SC,39,10150,1165,0.2257,39700,0.61214953660964
00342300,Citadel Military College of South Carolina,SC,39,2660,1080,0.2355,52500,0.75076925754547
00342400,Claflin University,SC,39,1803,873,0.8041,27500,0.41400000452995
00342500,Clemson University,SC,39,16801,1259,0.1782,49400,0.74039131402969
00342700,Coker College,SC,39,1131,956,0.5515,32800,0.51449275016784
00342900,Columbia International University,SC,39,574,1055,0.4828,29600,0.39880952239036
00343000,Columbia College,SC,39,995,1027,0.5924,31800,0.50420171022415
00343100,Converse College,SC,39,744,1072,0.4545,33400,0.5
00343200,Erskine College,SC,39,574,1010,0.3565,36000,0.5
00922600,Francis Marion University,SC,39,3380,938,0.5603,32300,0.55435848236083
00343400,Furman University,SC,39,2777,1237,0.146,47500,0.71703296899795
00343500,Lander University,SC,39,2750,945,0.4914,33900,0.5386289358139
00343600,Limestone College,SC,39,3150,1010,0.5202,36100,0.63139015436172
00344000,Newberry College,SC,39,1032,938,0.4655,33300,0.51657456159591
00344100,North Greenville University,SC,39,2068,1137,0.3817,31200,0.51891076564788
00344500,Presbyterian College,SC,39,1069,1121,0.2254,41300,0.58704453706741
00344900,University of South Carolina-Aiken,SC,39,2956,973,0.4158,37000,0.61276596784591
00345000,University of South Carolina-Beaufort,SC,39,1716,932,0.3955,32400,0.57344633340835
00344800,University of South Carolina-Columbia,SC,39,23987,1178,0.2394,42100,0.70715165138244
00344801,University of South Carolina-Lancaster,SC,39,1053,1178,0.3182,28100,0.51999998092651
00345400,University of South Carolina-Salkehatchie,SC,39,773,789,0.5328,24600,0.36428570747375
00342600,University of South Carolina-Sumter,SC,39,672,927,0.3942,32800,0.4954128563404
00492700,University of South Carolina-Union,SC,39,285,826,0.4989,28500,0.41176471114158
00345100,Coastal Carolina University,SC,39,8570,993,0.377,36200,0.58377087116241
00344600,South Carolina State University,SC,39,2876,851,0.7041,30400,0.39221340417861
00695100,University of South Carolina-Upstate,SC,39,4952,982,0.4555,36100,0.64246493577957
00344700,Spartanburg Methodist College,SC,39,813,859,0.5154,28700,0.46044623851776
00345600,Winthrop University,SC,39,4704,1030,0.4045,36100,0.5926194190979
00345700,Wofford College,SC,39,1610,1186,0.1902,46800,0.72881358861923
00345800,Augustana College,SD,40,1615,1105,0.2281,42600,0.75045537948608
00345900,Black Hills State University,SD,40,3156,993,0.3475,34400,0.58899676799774
00346300,Dakota State University,SD,40,1743,1010,0.2364,37400,0.6650406718254
00346100,Dakota Wesleyan University,SD,40,754,1058,0.4182,34100,0.63197970390319
00346500,Mount Marty College,SD,40,676,1050,0.3118,32300,0.68123394250869
00346600,Northern State University,SD,40,1758,1030,0.2255,33200,0.60519480705261
00346700,Presentation College,SD,40,728,934,0.4933,37100,0.62128710746765
00347000,South Dakota School of Mines and Technology,SD,40,2194,1183,0.2523,52300,0.76540756225585
00347100,South Dakota State University,SD,40,10048,1050,0.2716,40600,0.73194652795791
00346900,University of Sioux Falls,SD,40,1075,1064,0.2839,36900,0.68007314205169
00347400,University of South Dakota,SD,40,6449,1090,0.2876,39500,0.70189923048019
00347700,Aquinas College,TN,41,486,1115,0.3903,44400,0.77367204427719
00347800,Austin Peay State University,TN,41,9271,1009,0.5384,34700,0.54101997613906
03440300,Baptist Memorial College of Health Sciences,TN,41,1101,1125,0.4765,54900,0.84955751895904
00347900,Belmont University,TN,41,5465,1193,0.1756,39100,0.62557077407836
00348000,Bethel University,TN,41,5063,930,0.607,35200,0.63007682561874
00353600,Bryan College-Dayton,TN,41,1209,1053,0.3395,35500,0.6282051205635
00348100,Carson-Newman University,TN,41,1688,1064,0.4113,35400,0.53698223829269
00348200,Christian Brothers University,TN,41,1156,1105,0.4228,45300,0.67638486623764
00399900,Cleveland State Community College,TN,41,2978,910,0.4874,27300,0.46399056911468
00348500,Cumberland University,TN,41,1198,986,0.3976,35000,0.60176992416381
00348600,Lipscomb University,TN,41,2874,1149,0.2854,39000,0.67079645395278
00348700,East Tennessee State University,TN,41,11399,1026,0.4367,34000,0.54726564884185
00349000,Fisk University,TN,41,611,854,0.6206,33800,0.39743590354919
00349200,Freed-Hardeman University,TN,41,1290,1098,0.3423,37000,0.59342914819717
00349400,Hiwassee College,TN,41,222,863,0.416,25500,0.40606060624122
00349500,Johnson University,TN,41,826,1022,0.4878,29400,0.44642856717109
00349600,King University,TN,41,2121,1039,0.459,39700,0.68869936466217
00349900,Lane College,TN,41,1554,716,0.9246,25000,0.30426716804504
00350100,Le Moyne-Owen College,TN,41,1009,760,0.7616,28300,0.36363637447357
00350000,Lee University,TN,41,4143,1094,0.3926,32400,0.50411713123321
00350200,Lincoln Memorial University,TN,41,1632,1054,0.5057,37500,0.65089511871337
00350500,Maryville College,TN,41,1139,1068,0.4254,36500,0.58375632762908
00350700,Memphis College of Art,TN,41,367,1030,0.5694,26700,0.34453782439231
00350900,University of Memphis,TN,41,16178,1031,0.471,37000,0.58523219823837
00351000,Middle Tennessee State University,TN,41,20914,1011,0.4485,36100,0.59218090772628
00351100,Milligan College,TN,41,933,1096,0.3567,36400,0.625
00683600,Motlow State Community College,TN,41,3901,910,0.3066,26700,0.43806645274162
00351900,Rhodes College,TN,41,2012,1288,0.1426,50300,0.70434784889221
00991400,Roane State Community College,TN,41,4952,910,0.478,26400,0.48023256659507
01043900,Southwest Tennessee Community College,TN,41,10217,756,0.597,24700,0.38771295547485
00353400,Sewanee-The University of the South,TN,41,1599,1248,0.1756,38200,0.60000002384185
00351800,Southern Adventist University,TN,41,2693,1050,0.3764,38500,0.60652589797973
00352500,Tennessee Wesleyan College,TN,41,1068,1006,0.4589,35300,0.58933335542678
00352900,The University of Tennessee-Chattanooga,TN,41,10184,1069,0.3527,36500,0.5919234752655
00353000,The University of Tennessee-Knoxville,TN,41,20948,1199,0.2991,42300,0.68008297681808
00353100,The University of Tennessee-Martin,TN,41,6554,1050,0.4709,34800,0.55425399541854
00352300,Tennessee Technological University,TN,41,9827,1071,0.3695,37700,0.64614611864089
00352400,Tennessee Temple University,TN,41,704,878,0.7909,33300,0.38857144117355
00352600,Trevecca Nazarene University,TN,41,1448,1049,0.4226,39500,0.67979454994201
00352700,Tusculum College,TN,41,1844,961,0.5874,40000,0.65533524751663
00352800,Union University,TN,41,2565,1174,0.281,37400,0.66507935523986
00353500,Vanderbilt University,TN,41,6794,1475,0.1429,60900,0.79385966062545
00353700,Abilene Christian University,TX,42,3647,1087,0.2347,40200,0.63650792837142
00354100,Angelo State University,TX,42,5430,965,0.4264,38000,0.61847633123397
00354300,Austin College,TX,42,1206,1181,0.2842,47600,0.72508591413497
00354500,Baylor University,TX,42,13221,1215,0.22,49100,0.73447984457016
00355700,Concordia University-Texas,TX,42,1493,1035,0.3924,41000,0.70649349689483
01116100,Texas A & M University-Corpus Christi,TX,42,9137,960,0.4177,42400,0.66052877902984
00356000,Dallas Baptist University,TX,42,3375,1078,0.3034,42200,0.65060240030288
00694100,Dallas Christian College,TX,42,316,930,0.4693,42200,0.61194032430648
00365100,University of Dallas,TX,42,1374,1216,0.2153,45200,0.67910450696945
00356400,East Texas Baptist University,TX,42,1132,957,0.4601,36700,0.66238534450531
03170300,Texas A & M University-Texarkana,TX,42,1391,993,0.4616,35800,0.7096773982048
00356500,Texas A & M University-Commerce,TX,42,6951,987,0.4948,37100,0.65378749370574
00357100,Hardin-Simmons University,TX,42,1690,1035,0.3379,38600,0.67651009559631
00357600,Houston Baptist University,TX,42,2165,1075,0.4868,43600,0.65934067964553
00361200,University of Houston-Downtown,TX,42,13297,894,0.4744,42800,0.68824529647827
01323100,University of Houston-Victoria,TX,42,2879,903,0.4369,39300,0.7333333492279
00365200,University of Houston,TX,42,30357,1136,0.3879,48300,0.72496944665908
00357500,Howard Payne University,TX,42,1059,953,0.4253,37300,0.53593426942825
00357700,Huston-Tillotson University,TX,42,924,780,0.7025,30500,0.49358972907066
00357800,University of the Incarnate Word,TX,42,6346,967,0.4188,42700,0.68800002336502
00358100,Lamar University,TX,42,9175,974,0.4556,38800,0.60657232999801
00965100,Texas A & M International University,TX,42,6560,892,0.5733,45200,0.64871191978454
00358400,LeTourneau University,TX,42,2173,1175,0.4086,50000,0.78289473056793
00358600,Lubbock Christian University,TX,42,1466,1010,0.3927,36700,0.68862277269363
00358800,University of Mary Hardin-Baylor,TX,42,3006,1069,0.4098,41700,0.68383109569549
00359100,McMurry University,TX,42,1157,982,0.4571,37200,0.63430422544479
00359200,Midwestern State University,TX,42,5192,993,0.3738,38500,0.69464546442031
00359400,University of North Texas,TX,42,31243,1100,0.3645,42100,0.69298732280731
00407221,Northwood University-Texas,TX,42,645,981,0.5229,44600,0.738241314888
00359800,Our Lady of the Lake University,TX,42,1509,882,0.5714,39200,0.6386861205101
00359900,The University of Texas-Pan American,TX,42,17200,937,0.6362,40500,0.58219176530838
00360200,Paul Quinn College,TX,42,243,775,0.7865,29500,0.42441859841346
00363000,Prairie View A & M University,TX,42,6731,845,0.6541,33600,0.5361823439598
00360400,Rice University,TX,42,3920,1454,0.1723,59900,0.75257730484008
00362100,Saint Edward's University,TX,42,4077,1117,0.344,44700,0.69636362791061
00365400,University of St Thomas,TX,42,1529,1121,0.3357,48800,0.66580313444137
00360600,Sam Houston State University,TX,42,16255,999,0.4338,41400,0.69952702522277
00361000,Schreiner University,TX,42,1051,995,0.4204,36700,0.60217982530593
