OPEID,INSTName,State,StateNO,UGDs,SAT,PCTPELL,Salary,SalaryRate
00231100,Kuyper College,MI,21,283,1008,0.5949,29000,0.46666666865348
00231400,Saginaw Valley State University,MI,21,8687,990,0.4075,37800,0.6057858467102
00231600,Siena Heights University,MI,21,2325,990,0.4343,38100,0.66390043497085
00231800,Spring Arbor University,MI,21,2860,1069,0.449,40400,0.61441439390182
00232200,Finlandia University,MI,21,498,930,0.6462,26600,0.4715447127819
00232900,Wayne State University,MI,21,17789,1050,0.4804,41500,0.58594489097595
00233000,Western Michigan University,MI,21,18755,1030,0.3969,42700,0.62861955165863
00233400,Augsburg College,MN,22,2661,1053,0.4338,44800,0.72102427482604
00233600,Bemidji State University,MN,22,4397,990,0.3557,37300,0.64023494720458
00233700,Bethany Lutheran College,MN,22,552,1070,0.4064,34000,0.62139916419982
00905800,Bethel University,MN,22,3178,1144,0.27,44000,0.73600000143051
00234000,Carleton College,MN,22,2023,1406,0.1231,46100,0.67181468009948
00234600,Concordia College at Moorhead,MN,22,2464,1144,0.2426,41200,0.70567786693573
00234700,Concordia University-Saint Paul,MN,22,1927,991,0.3539,45300,0.72222220897674
00236100,Martin Luther College,MN,22,729,1125,0.3518,40400,0.52123552560806
00235300,Gustavus Adolphus College,MN,22,2439,1224,0.2478,50100,0.74273258447647
00235400,Hamline University,MN,22,2108,1106,0.3852,46900,0.72760736942291
00235800,Macalester College,MN,22,2029,1350,0.172,45700,0.58518517017364
00236000,Minnesota State University-Mankato,MN,22,12542,1030,0.2906,42700,0.70677661895751
00396900,University of Minnesota-Twin Cities,MN,22,30271,1266,0.2169,47800,0.75467318296432
00406900,University of Minnesota-Crookston,MN,22,1813,1004,0.2388,39900,0.64908254146575
00236500,Minneapolis College of Art and Design,MN,22,683,1073,0.3907,31400,0.50840336084365
00238800,University of Minnesota-Duluth,MN,22,9239,1109,0.2431,43300,0.71372032165527
00238900,University of Minnesota-Morris,MN,22,1846,1168,0.2932,38800,0.61554622650146
00236700,Minnesota State University-Moorhead,MN,22,5912,1049,0.3314,37000,0.67024791240692
00236900,North Central University,MN,22,1106,1044,0.398,29600,0.5247311592102
00237100,University of Northwestern-St Paul,MN,22,2038,1126,0.2787,35300,0.61190736293792
00999200,Oak Hills Christian College,MN,22,126,930,0.6154,25500,0.34999999403953
00234100,College of Saint Benedict,MN,22,2051,1157,0.2391,47600,0.78492647409439
00237700,Saint Cloud State University,MN,22,11535,1010,0.3073,40800,0.70644086599349
00237900,Saint Johns University,MN,22,1871,1155,0.1947,55900,0.79870128631591
00238000,Saint Mary's University of Minnesota,MN,22,1897,1068,0.3149,41600,0.70075756311416
00238200,St Olaf College,MN,22,3079,1290,0.1489,44800,0.69612401723861
00238300,Crown College,MN,22,1095,983,0.4881,31600,0.57805907726287
00234300,The College of Saint Scholastica,MN,22,2858,1085,0.3057,47500,0.77692306041717
00234500,University of St Thomas,MN,22,6246,1165,0.2023,54300,0.80631870031356
00234200,St Catherine University,MN,22,3479,1051,0.4147,45300,0.77976721525192
00237500,Southwest Minnesota State University,MN,22,2426,1010,0.1591,35600,0.61656439304351
00239400,Winona State University,MN,22,8079,1070,0.2685,41900,0.73028522729873
00239600,Alcorn State University,MS,23,3157,851,0.7918,30600,0.49385750293731
00239700,Belhaven University,MS,23,2487,1033,0.5109,37900,0.63928967714309
00239800,Blue Mountain College,MS,23,497,1007,0.5299,31300,0.52866244316101
00240300,Delta State University,MS,23,2638,950,0.4927,33800,0.58186101913452
00241000,Jackson State University,MS,23,6880,910,0.6476,29500,0.44377508759498
00241400,Millsaps College,MS,23,734,1159,0.2183,45200,0.6636363863945
00244000,University of Mississippi,MS,23,16432,1100,0.2975,40600,0.69618111848831
00244001,University of Mississippi Medical Center,MS,23,699,1100,0.2297,40600,0.69618111848831
00242200,Mississippi University for Women,MS,23,2252,995,0.4934,34800,0.58293837308883
00242400,Mississippi Valley State University,MS,23,1856,825,0.69,22400,0.32013201713562
00241500,Mississippi College,MS,23,2895,1098,0.3646,38200,0.67663979530334
00242300,Mississippi State University,MS,23,16399,1106,0.3415,39600,0.65436482429504
00243000,Pearl River Community College,MS,23,5170,970,0.571,28100,0.43954050540924
00243300,Rust College,MS,23,922,666,0.8758,22900,0.26959246397018
00244100,University of Southern Mississippi,MS,23,12371,1082,0.4644,36200,0.59469497203826
00243900,Tougaloo College,MS,23,877,864,0.8498,29500,0.38800001144409
00244700,William Carey University,MS,23,2166,1105,0.6601,34100,0.60027283430099
00244900,Avila University,MO,24,1336,1028,0.4332,41600,0.68493151664733
02068200,Cox College,MO,24,832,863,0.4936,43800,0.71521037817001
00245000,Calvary Bible College and Theological Seminary,MO,24,251,1033,0.4545,30600,0.55789476633071
00245300,Central Methodist University-College of Liberal Arts and Sciences,MO,24,1104,1006,0.439,33400,0.64635956287384
00245400,University of Central Missouri,MO,24,9160,990,0.3814,36600,0.6307116150856
00245800,Cottey College,MO,24,277,1021,0.387,27400,0.45070421695709
00246000,Culver-Stockton College,MO,24,809,972,0.4785,36100,0.61818182468414
00246100,Drury University,MO,24,4001,1146,0.9259,32200,0.53217822313308
00246300,Evangel University,MO,24,2071,1046,0.4662,34000,0.56368565559387
00246400,Fontbonne University,MO,24,1242,1070,0.3852,40200,0.68876862525939
00908900,Hannibal-LaGrange University,MO,24,921,1029,0.3819,33900,0.57208240032196
00247300,Kansas City Art Institute,MO,24,735,1073,0.4015,25800,0.36286920309066
00248000,Lindenwood University,MO,24,7928,1045,0.352,39700,0.67362523078918
00248200,Maryville University of Saint Louis,MO,24,2746,1142,0.3376,44500,0.77634406089782
00754000,Missouri Baptist University,MO,24,1710,1001,0.2158,33100,0.58906525373458
00248800,Missouri Southern State University,MO,24,5132,990,0.6068,32800,0.55182927846908
00248900,Missouri Valley College,MO,24,1411,920,0.4636,33400,0.52355074882507
00251600,University of Missouri-Columbia,MO,24,26585,1165,0.216,46000,0.72290503978729
00251800,University of Missouri-Kansas City,MO,24,8309,1105,0.3208,43100,0.70888155698776
00251700,Missouri University of Science and Technology,MO,24,6064,1263,0.2587,65500,0.8210431933403
00251900,University of Missouri-St Louis,MO,24,8928,1090,0.3036,40400,0.68733257055282
00249500,Truman State University,MO,24,5482,1243,0.1895,42700,0.6814882159233
00249600,Northwest Missouri State University,MO,24,5274,1050,0.3557,38900,0.65288788080215
00250000,College of the Ozarks,MO,24,1513,1050,0.6166,31700,0.47951808571815
00249900,Rockhurst University,MO,24,1682,1164,0.1736,47600,0.78846156597137
00250600,Saint Louis University,MO,24,7961,1237,0.1415,55200,0.79148936271667
01258000,Saint Louis Christian College,MO,24,219,970,0.5772,29700,0.44961240887641
00250200,Southwest Baptist University,MO,24,2515,1062,0.4257,32800,0.55775964260101
00251200,Stephens College,MO,24,646,1047,0.5929,30700,0.54827588796615
00250100,Southeast Missouri State University,MO,24,9382,1049,0.3558,36000,0.58629441261291
00250300,Missouri State University-Springfield,MO,24,15746,1090,0.3198,37200,0.64433354139328
00252000,Washington University in St Louis,MO,24,6851,1474,0.0616,62300,0.80241936445236
00252100,Webster University,MO,24,3398,1107,0.3501,39400,0.62068963050842
00252300,Westminster College,MO,24,1022,1090,0.2844,41500,0.63247865438461
00252400,William Jewell College,MO,24,1044,1146,0.2757,40300,0.76097559928894
00252500,William Woods University,MO,24,1001,1047,0.3406,34200,0.60229885578155
00253101,Highlands College of Montana Tech,MT,25,628,1115,0.4784,39800,0.63636362552642
00252600,Carroll College,MT,25,1376,1112,0.2167,44000,0.71279370784759
00253100,Montana Tech of the University of Montana,MT,25,1825,1115,0.3597,39800,0.63636362552642
00253200,Montana State University,MT,25,13055,1115,0.3161,39700,0.62547725439071
00253600,The University of Montana,MT,25,11630,1090,0.3912,34100,0.52390789985656
00253300,Montana State University-Northern,MT,25,1250,925,0.4913,35300,0.60893857479095
00253400,Rocky Mountain College,MT,25,961,1024,0.3734,38200,0.60052907466888
00986200,Clarkson College,NE,26,778,1110,0.3776,48100,0.87544482946395
00639900,Bryan College of Health Sciences,NE,26,593,1070,0.3574,50500,0.91228067874908
00254100,Concordia University-Nebraska,NE,26,1185,1091,0.2242,36600,0.60598504543304
00254200,Creighton University,NE,26,3943,1214,0.191,57800,0.8062880039215
00254400,Doane College-Crete,NE,26,1111,1077,0.3386,42300,0.69269102811813
00254700,Grace University,NE,26,410,995,0.4906,33400,0.43884891271591
00254800,Hastings College,NE,26,1060,1083,0.3124,40400,0.70822942256927
00255100,University of Nebraska at Kearney,NE,26,5247,1049,0.3442,38800,0.67434811592102
00640400,Nebraska Methodist College of Nursing & Allied Health,NE,26,740,1070,0.3497,43900,0.86206895112991
00255300,Midland University,NE,26,1189,970,0.4339,40100,0.70422536134719
00255400,University of Nebraska at Omaha,NE,26,12153,1070,0.3252,41800,0.70395737886428
00255500,Nebraska Wesleyan University,NE,26,1892,1109,0.2688,45500,0.69312167167663
00256500,University of Nebraska-Lincoln,NE,26,19376,1147,0.1979,43800,0.71507573127746
00254000,College of Saint Mary,NE,26,691,1070,0.4271,35800,0.7530266046524
00256300,Union College,NE,26,759,1050,0.3555,33300,0.56653994321823
00256596,Nebraska College of Technical Agriculture,NE,26,225,1147,0.3233,43800,0.71507573127746
00256700,York College,NE,26,456,924,0.4936,32300,0.49162012338638
00256900,University of Nevada-Las Vegas,NV,27,22742,1003,0.3351,43500,0.66214722394943
00256800,University of Nevada-Reno,NV,27,15310,1081,0.2884,45500,0.68075358867645
00473100,Daniel Webster College,NH,28,626,962,0.3661,51900,0.75706213712692
00257300,Dartmouth College,NH,28,4154,1446,0.1364,67100,0.83333331346511
00257500,Franklin Pierce University,NH,28,1664,975,0.2441,38000,0.61842107772827
00258000,Southern New Hampshire University,NH,28,17172,965,0.4058,41800,0.71448469161987
00258900,University of New Hampshire-Main Campus,NH,28,12288,1098,0.2238,47300,0.73563522100448
00259000,Keene State College,NH,28,4643,975,0.2387,39900,0.65196740627288
00258901,University of New Hampshire at Manchester,NH,28,781,1098,0.2473,47300,0.73563522100448
00259100,Plymouth State University,NH,28,3986,965,0.2697,37700,0.62649089097976
00258600,Rivier University,NH,28,1524,932,0.2758,42800,0.74524712562561
00258700,Saint Anselm College,NH,28,1912,1145,0.1673,55300,0.79771614074707
00259700,Bloomfield College,NJ,29,1906,835,0.6417,39000,0.60476785898208
00259800,Caldwell College,NJ,29,1570,949,0.4293,46200,0.66442954540252
00259900,Centenary College,NJ,29,1708,956,0.2744,41600,0.6727527976036
00260300,Drew University,NJ,29,1453,1109,0.2928,50900,0.65740740299224
00260700,Fairleigh Dickinson University-Metropolitan Campus,NJ,29,3915,1004,0.2527,46800,0.66400456428527
00261000,Felician College,NJ,29,1618,877,0.4699,41400,0.71372550725936
00260701,Fairleigh Dickinson University-College at Florham,NJ,29,2242,1004,0.3273,46800,0.66400456428527
00260800,Georgian Court University,NJ,29,1398,900,0.4274,45700,0.6580547094345
00260900,Rowan University,NJ,29,10656,1120,0.3007,48800,0.71541219949722
00261300,New Jersey City University,NJ,29,6373,917,0.561,41900,0.62618595361709
00262200,Kean University,NJ,29,11975,905,0.4094,46800,0.68151199817657
00261600,Monmouth University,NJ,29,4557,1063,0.2661,50300,0.69559413194656
00261700,Montclair State University,NJ,29,15182,970,0.3726,48700,0.67627221345901
00642100,Muhlenberg Harold B and Dorothy A Snyder Schools-School of Nursing,NJ,29,361,950,0.3385,66900,0.8651162981987
00262100,New Jersey Institute of Technology,NJ,29,6449,1142,0.3898,65300,0.80712980031967
00262700,Princeton University,NJ,29,5234,1495,0.1218,75100,0.75483870506286
00934400,Ramapo College of New Jersey,NJ,29,5397,1096,0.25,48700,0.73493975400924
00262800,Rider University,NJ,29,4041,1038,0.2618,48100,0.70427727699279
00262901,Rutgers University-Camden,NJ,29,4777,1178,0.4329,54800,0.73981267213821
00262900,Rutgers University-New Brunswick,NJ,29,33427,1178,0.3105,54800,0.73981267213821
00262902,Rutgers University-Newark,NJ,29,6748,1178,0.4637,54800,0.73981267213821
00263800,Saint Peter's University,NJ,29,2369,913,0.5196,44500,0.60582822561264
00263200,Seton Hall University,NJ,29,5632,1121,0.2905,53300,0.77278912067413
00260000,College of Saint Elizabeth,NJ,29,947,855,0.3772,44900,0.64102566242218
00263900,Stevens Institute of Technology,NJ,29,2662,1305,0.217,82800,0.87666034698486
00934500,The Richard Stockton College of New Jersey,NJ,29,7491,1068,0.3564,46800,0.6414645910263
00264200,The College of New Jersey,NJ,29,6446,1235,0.18,56800,0.78773581981658
00262500,William Paterson University of New Jersey,NJ,29,9930,1010,0.3959,44300,0.65288889408111
00265702,New Mexico State University-Dona Ana,NM,30,6677,982,0.5446,33800,0.48975324630737
00265100,Eastern New Mexico University-Main Campus,NM,30,3767,932,0.4102,30200,0.46621268987655
00265101,Eastern New Mexico University-Roswell Campus,NM,30,2134,932,0.2907,30200,0.46621268987655
00265600,New Mexico Military Institute,NM,30,470,967,0.3082,39100,0.58064514398574
00266301,University of New Mexico-Gallup Campus,NM,30,2233,1038,0.6517,35900,0.54828375577926
00265400,New Mexico Institute of Mining and Technology,NM,30,1490,1200,0.2952,52800,0.65677964687347
00266303,University of New Mexico-Los Alamos Campus,NM,30,541,1038,0.3,35900,0.54828375577926
00266300,University of New Mexico-Main Campus,NM,30,20847,1038,0.3846,35900,0.54828375577926
00265701,New Mexico State University-Alamogordo,NM,30,1379,982,0.526,33800,0.48975324630737
00265703,New Mexico State University-Carlsbad,NM,30,806,982,0.3655,33800,0.48975324630737
00265704,New Mexico State University-Grants,NM,30,512,982,0.5714,33800,0.48975324630737
00265700,New Mexico State University-Main Campus,NM,30,12886,982,0.4342,33800,0.48975324630737
00266302,University of New Mexico-Valencia County Campus,NM,30,1775,1038,0.5831,35900,0.54828375577926
00264900,Santa Fe University of Art and Design,NM,30,659,998,0.4228,36200,0.57938718795776
00266304,University of New Mexico-Taos Campus,NM,30,941,1038,0.4551,35900,0.54828375577926
00266500,Vaughn College of Aeronautics and Technology,NY,31,1721,989,0.6509,50000,0.70454543828964
00266600,Adelphi University,NY,31,5000,1098,0.2951,50600,0.76671034097671
00288500,Albany College of Pharmacy and Health Sciences,NY,31,1075,1195,0.2215,110600,0.91232228279113
00266800,Alfred University,NY,31,1905,1106,0.3804,42300,0.59711074829101
00270800,Barnard College,NY,31,2486,1340,0.1841,57400,0.73981189727783
00268100,Canisius College,NY,31,2858,1101,0.3012,45700,0.68837672472
00269900,Clarkson University,NY,31,3060,1187,0.2813,68400,0.85698068141937
00270100,Colgate University,NY,31,2872,1370,0.1154,61500,0.77076411247253
00270700,Columbia University in the City of New York,NY,31,7970,1471,0.2154,72900,0.82343870401382
00270900,Concordia College-New York,NY,31,856,912,0.5181,45300,0.5733944773674
00271000,Cooper Union for the Advancement of Science and Art,NY,31,851,1358,0.1766,53700,0.57983195781707
00271100,Cornell University,NY,31,14309,1422,0.1636,70900,0.83533602952957
00727300,CUNY Bernard M Baruch College,NY,31,13698,1225,0.4502,54000,0.71667164564132
00268700,CUNY Brooklyn College,NY,31,12625,1100,0.4816,44500,0.61944895982742
00269800,College of Staten Island CUNY,NY,31,12974,1000,0.4463,41600,0.55816733837127
00268800,CUNY City College,NY,31,11820,1110,0.5073,44500,0.58364158868789
00268900,CUNY Hunter College,NY,31,15697,1160,0.4097,44800,0.62545901536941
00269300,CUNY John Jay College of Criminal Justice,NY,31,12838,950,0.5446,43700,0.60157179832458
00702200,CUNY Lehman College,NY,31,9020,1020,0.5231,41500,0.63422173261642
01009700,CUNY Medgar Evers College,NY,31,6085,838,0.6159,35900,0.52036476135253
00269600,CUNY New York City College of Technology,NY,31,15917,937,0.5842,37700,0.55686450004577
00269000,CUNY Queens College,NY,31,14424,1100,0.3807,48000,0.6145794391632
00475900,CUNY York College,NY,31,7361,905,0.5399,38200,0.58367347717285
00271200,D'Youville College,NY,31,1855,1047,0.3558,48300,0.71543407440185
00271300,Dominican College of Blauvelt,NY,31,1505,899,0.4339,51000,0.69423079490661
00271800,Elmira College,NY,31,1315,1060,0.3478,43600,0.69409281015396
01256100,Five Towns College,NY,31,740,894,0.4221,33800,0.42824074625968
00272200,Fordham University,NY,31,8193,1258,0.2042,55400,0.72900766134262
00272800,Hamilton College,NY,31,1909,1384,0.1375,57300,0.72627735137939
00272900,Hartwick College,NY,31,1607,1126,0.3228,46100,0.67614877223968
00273200,Hofstra University,NY,31,6748,1165,0.2257,53200,0.70292884111404
00273400,Houghton College,NY,31,1047,1113,0.3758,39200,0.55620157718658
00273700,Iona College,NY,31,3166,1009,0.2424,52700,0.71690821647644
00746600,LIM College,NY,31,1508,907,0.3128,48900,0.70076727867126
00274800,Le Moyne College,NY,31,2619,1080,0.3234,48800,0.74055159091949
00275116,LIU Brooklyn,NY,31,4905,944,0.6039,46000,0.6709616780281
00275100,LIU Post,NY,31,4067,944,0.1752,46000,0.6709616780281
00275101,LIU Brentwood,NY,31,23,944,0.4667,46000,0.6709616780281
00275800,Manhattan College,NY,31,3403,1090,0.2895,63600,0.80893856287002
00276000,Manhattanville College,NY,31,1671,1075,0.348,46300,0.65098041296005
00276300,Maria College of Albany,NY,31,866,874,0.4053,40600,0.70704227685928
00276900,Marymount Manhattan College,NY,31,1783,1053,0.2602,39500,0.54502367973327
00277700,Medaille College,NY,31,1716,865,0.493,38200,0.66108244657516
00277500,Molloy College,NY,31,3322,1054,0.3316,57500,0.81420117616653
00277800,Mount Saint Mary College,NY,31,2155,1006,0.3342,47600,0.73881673812866
00270300,College of Mount Saint Vincent,NY,31,1635,919,0.5515,51900,0.74745416641235
00270400,The College of New Rochelle,NY,31,3207,986,0.7552,37400,0.54300856590271
02066200,The New School,NY,31,6581,1131,0.2361,39400,0.62941175699234
00278500,New York University,NY,31,22172,1348,0.1987,58800,0.73389357328414
00278800,Niagara University,NY,31,2841,1038,0.2916,44000,0.68473893404006
00278200,New York Institute of Technology,NY,31,4307,1039,0.3724,49400,0.68708330392837
02069000,New York School of Interior Design,NY,31,394,970,0.168,37200,0.72566372156143
00279000,Nyack College,NY,31,1818,915,0.5544,38100,0.65720295906066
00279100,Pace University-New York,NY,31,7883,1043,0.3557,58400,0.75783234834671
00279500,Paul Smiths College of Arts and Science,NY,31,978,986,0.4338,32200,0.53531599044799
00278520,Polytechnic Institute of New York University,NY,31,2078,1348,0.4471,73500,0.7331730723381
02169100,Davis College,NY,31,247,928,0.46,28300,0.5517241358757
00279800,Pratt Institute-Main,NY,31,3247,1140,0.2622,38200,0.55511021614074
00280300,Rensselaer Polytechnic Institute,NY,31,5379,1366,0.166,81700,0.89396286010742
00280500,Roberts Wesleyan College,NY,31,1302,1046,0.4377,41900,0.70227670669555
00280600,Rochester Institute of Technology,NY,31,12587,1232,0.3128,56900,0.77108776569366
00289400,University of Rochester,NY,31,6047,1353,0.1844,55500,0.73495370149612
00281700,St Bonaventure University,NY,31,1787,1075,0.2888,45200,0.68940496444702
00282000,St Francis College,NY,31,2725,940,0.4315,49000,0.65042978525161
00646700,St Joseph's College of Nursing at St Joseph's Hospital Health Center,NY,31,302,1015,0.4329,59000,0.84302324056625
00283200,St Thomas Aquinas College,NY,31,1279,931,0.2355,48000,0.63906580209732
00281600,Siena College,NY,31,3102,1122,0.2234,55100,0.78793972730636
00281400,Skidmore College,NY,31,2646,1247,0.1462,43100,0.65707433223724
00282500,Saint Joseph's College-New York,NY,31,4408,1054,0.3161,51800,0.73238319158554
00282100,Saint John Fisher College,NY,31,2948,1095,0.3206,44800,0.75735294818878
00282300,St John's University-New York,NY,31,11147,1093,0.3083,54100,0.70529609918594
00285400,SUNY College of Technology at Alfred,NY,31,3494,1090,0.5088,35300,0.65345007181167
00285600,SUNY College of Agriculture and Technology at Cobleskill,NY,31,2411,975,0.4835,34800,0.5143077969551
00285800,Farmingdale State College,NY,31,7455,969,0.2708,45600,0.69387757778167
00285900,Morrisville State College,NY,31,2849,930,0.5868,31300,0.51874369382858
00283500,SUNY at Albany,NY,31,12542,1102,0.3747,50900,0.70298862457275
00283600,SUNY at Binghamton,NY,31,12940,1297,0.269,58400,0.73629134893417
00283700,University at Buffalo,NY,31,19365,1158,0.2835,49700,0.73684209585189
00283800,Stony Brook University,NY,31,15724,1253,0.3515,55500,0.71137970685958
00285100,SUNY College of Environmental Science and Forestry,NY,31,1694,1155,0.2676,44600,0.6747663617134
01167800,SUNY Institute of Technology at Utica-Rome,NY,31,1714,1053,0.3845,47900,0.75478929281234
00284100,SUNY College at Brockport,NY,31,7040,1069,0.4081,40100,0.66975808143615
00284200,Buffalo State SUNY,NY,31,9190,975,0.4594,38900,0.60669046640396
00284300,SUNY College at Cortland,NY,31,6394,1058,0.2687,45300,0.67960089445114
00284400,SUNY at Fredonia,NY,31,5049,1056,0.3498,40600,0.6194069981575
00284500,SUNY College at Geneseo,NY,31,5463,1274,0.2269,46700,0.71990174055099
00284600,State University of New York at New Paltz,NY,31,6397,1129,0.2798,46000,0.60454005002975
00284700,SUNY Oneonta,NY,31,5759,1097,0.2871,42400,0.63617020845413
00284800,SUNY College at Oswego,NY,31,7245,1110,0.3913,40700,0.63108617067337
00679100,SUNY at Purchase College,NY,31,4017,1082,0.3178,34700,0.50050050020217
00710900,SUNY College at Old Westbury,NY,31,4045,998,0.4714,42900,0.61808508634567
00284900,SUNY College at Plattsburgh,NY,31,5494,1026,0.3528,40600,0.6175382733345
00285300,SUNY Maritime College,NY,31,1565,1056,0.2311,77300,0.78500002622604
00288200,Syracuse University,NY,31,14738,1158,0.2677,56600,0.78244394063949
00288900,Union College,NY,31,2206,1313,0.1557,61800,0.77506774663925
00288300,Utica College,NY,31,2831,946,0.3817,44700,0.66032350063323
00289500,Vassar College,NY,31,2436,1394,0.2199,47100,0.64797508716583
00746800,School of Visual Arts,NY,31,3469,1020,0.2451,40100,0.56238359212875
00289900,Wagner College,NY,31,1830,1154,0.1904,53800,0.69679850339889
00290100,Wells College,NY,31,526,1075,0.485,33600,0.52898550033569
00290300,Yeshiva University,NY,31,2887,1217,0.181,55600,0.67613637447357
00290600,Appalachian State University,NC,32,15840,1156,0.259,36600,0.62398439645767
00290800,Barton College,NC,32,1043,939,0.4955,36500,0.64631581306457
00291000,Belmont Abbey College,NC,32,1634,977,0.4613,39200,0.58878505229949
00291200,Brevard College,NC,32,700,950,0.4155,31100,0.41428571939468
00647700,Cabarrus College of Health Sciences,NC,32,440,998,0.3627,43600,0.85802471637725
00291300,Campbell University,NC,32,4463,1030,0.3689,42900,0.68089723587036
00291400,Catawba College,NC,32,1273,985,0.4301,36600,0.60187351703643
00291600,Chowan University,NC,32,1361,777,0.6713,35400,0.48687350749969
00291800,Davidson College,NC,32,1782,1353,0.1313,58500,0.7654321193695
00292000,Duke University,NC,32,6501,1444,0.1366,76700,0.8659490942955
00292300,East Carolina University,NC,32,20625,1050,0.3211,39200,0.67178744077682
00292600,Elizabeth City State University,NC,32,2276,849,0.7029,30100,0.39633446931839
00292700,Elon University,NC,32,5599,1200,0.0911,44500,0.74342107772827
00292800,Fayetteville State University,NC,32,5077,851,0.5873,31100,0.46952104568481
00292900,Gardner-Webb University,NC,32,2559,1018,0.2372,36800,0.64940965175628
00293000,Greensboro College,NC,32,802,891,0.4037,35100,0.61004781723022
00293100,Guilford College,NC,32,2171,1067,0.4992,38500,0.57798165082931
00293300,High Point University,NC,32,3996,1087,0.1264,37500,0.65613609552383
00293600,Johnson C Smith University,NC,32,1382,826,0.6938,31300,0.41218638420104
00294100,Lenoir-Rhyne University,NC,32,1409,976,0.4514,36900,0.63653844594955
00294200,Livingstone College,NC,32,1172,723,0.8344,26100,0.31964808702468
00294300,Louisburg College,NC,32,676,755,0.7348,27700,0.36023622751235
00294400,Mars Hill University,NC,32,1393,941,0.7646,32800,0.50273221731185
00294500,Meredith College,NC,32,1543,1040,0.352,38400,0.65942031145095
00294600,Methodist University,NC,32,2172,961,0.3904,39600,0.620370388031
00294800,Montreat College,NC,32,661,950,0.4119,40800,0.58530807495117
00294900,Mount Olive College,NC,32,3336,915,0.5005,39200,0.73310810327529
00290500,North Carolina A & T State University,NC,32,8577,902,0.5878,33600,0.4995028078556
00290700,University of North Carolina at Asheville,NC,32,3323,1190,0.3187,36000,0.5020352602005
00297400,University of North Carolina at Chapel Hill,NC,32,17882,1313,0.2053,50400,0.75466454029083
00297500,University of North Carolina at Charlotte,NC,32,21400,1066,0.4046,41700,0.68871045112609
00297600,University of North Carolina at Greensboro,NC,32,14138,1029,0.4432,37000,0.61160033941268
00295000,North Carolina Central University,NC,32,5876,859,0.635,31600,0.48479318618774
00398100,University of North Carolina School of the Arts,NC,32,792,1105,0.3132,30500,0.47478991746902
00297200,North Carolina State University at Raleigh,NC,32,22977,1229,0.2247,47500,0.75113552808761
00295100,North Carolina Wesleyan College,NC,32,1602,863,0.6787,35900,0.6031294465065
00298400,University of North Carolina Wilmington,NC,32,12178,1154,0.2825,38700,0.63925021886825
00295300,William Peace University,NC,32,999,910,0.7155,35900,0.53278690576553
00295400,University of North Carolina at Pembroke,NC,32,5184,926,0.5349,33400,0.54979252815246
00295500,Pfeiffer University,NC,32,947,954,0.4393,37500,0.6796875
00295600,Piedmont International University,NC,32,197,878,0.3941,30700,0.50819671154022
00295700,Queens University of Charlotte,NC,32,1703,1058,0.3274,38600,0.72649574279785
02280900,Mid-Atlantic Christian University,NC,32,161,853,0.7,27600,0.47619047760963
00296800,Saint Augustine's University,NC,32,1299,749,0.7454,28200,0.33541667461395
00296000,Salem College,NC,32,950,1110,0.564,33200,0.66292136907577
00154001,St Andrews University,NC,32,573,941,0.417,35800,0.58333331346511
00297900,Warren Wilson College,NC,32,821,1136,0.331,25500,0.31854838132858
00298500,Wingate University,NC,32,2002,1013,0.3824,37000,0.6583969593048
00298600,Winston-Salem State University,NC,32,4877,889,0.572,33300,0.52216148376464
00298100,Western Carolina University,NC,32,8238,1034,0.3814,35100,0.61411190032958
00298900,Dickinson State University,ND,33,1257,965,0.2341,37000,0.70253163576126
00299000,University of Jamestown,ND,33,923,1038,0.2778,38600,0.73834198713302
00299200,University of Mary,ND,33,1865,1046,0.2362,45700,0.77438426017761
00299400,Minot State University,ND,33,2693,1004,0.2317,37200,0.69277721643447
00300500,University of North Dakota,ND,33,11182,1090,0.2087,46600,0.74649333953857
00299700,North Dakota State University-Main Campus,ND,33,11629,1091,0.2251,46300,0.76318252086639
00300800,Valley City State University,ND,33,924,967,0.2644,36700,0.68338555097579
00312300,University of Akron Main Campus,OH,34,19022,1016,0.4149,34800,0.57198870182037
00312301,University of Akron Wayne College,OH,34,1409,1016,0.3808,34800,0.57198870182037
00301100,Art Academy of Cincinnati,OH,34,206,1009,0.4167,27900,0.40000000596046
00301200,Ashland University,OH,34,3118,1043,0.2861,39200,0.66405570507049
00648700,Aultman College of Nursing and Health Sciences,OH,34,300,1070,0.4781,56700,0.94117647409439
00301400,Baldwin Wallace University,OH,34,3331,1096,0.333,44000,0.67184263467788
00301600,Bluffton University,OH,34,941,1027,0.3881,38300,0.62291169166564
00301801,Bowling Green State University-Firelands,OH,34,1721,1009,0.4577,39000,0.62657368183135
00301800,Bowling Green State University-Main Campus,OH,34,14161,1009,0.343,39000,0.62657368183135
00302300,Capital University,OH,34,2647,1102,0.296,41400,0.67869222164154
00302400,Case Western Reserve University,OH,34,4551,1377,0.2004,67000,0.85212415456771
00302500,Cedarville University,OH,34,3108,1195,0.2078,40900,0.62703961133956
00302600,Central State University,OH,34,2028,825,0.7576,24900,0.30948418378829
00648900,The Christ College of Nursing and Health Sciences,OH,34,535,1011,0.4162,46200,0.8125
00302900,Cincinnati Christian University,OH,34,669,989,0.4874,31000,0.46048110723495
00312500,University of Cincinnati-Main Campus,OH,34,23360,1141,0.2658,39400,0.65892106294631
